Name,Location,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,offers_dining,avg_din_rate
Royal Restaurant And Saras Parlor,Malviya Nagar,Quick Bites ,"North Indian, South Indian, Chinese, Fast Food, Beverages",500,yes,no,yes,3.6
Royal Soya Chaap Corner,Pratap Nagar,Quick Bites ,"North Indian, Rolls",300,yes,no,yes,3.4
Royal Sweets & Juice,Shastri Nagar,"Sweet Shop, Quick Bites ","Mithai, Street Food, Fast Food, Chinese",200,yes,no,yes,3.8
RR62 - Cafe & Kitchen,Pink City,"Casual Dining, CAFÉ ","North Indian, Chinese, South Indian, Cafe",600,yes,no,yes,3.9
Rubaab The Taste Of Biryani,Jawahar Nagar,Quick Bites ,North Indian,300,no,no,yes,3.4
Rudransh Restaurant,Pratap Nagar,Quick Bites ,"Fast Food, North Indian",300,yes,no,yes,2.6
Rustic by OTH,Malviya Nagar,Fine Dining ,"North Indian, Continental, Mughlai, Fast Food, Beverages",600,no,no,yes,4.5
Sabjiwalaj Punjabi Tadka,Jhotwara,Dhaba ,North Indian,350,yes,no,yes,3.7
Sabjiwalas Punjabi Tadka,Sindhi Camp,Quick Bites ,North Indian,300,yes,no,yes,3.3
Sagar Ratna,C Scheme,Casual Dining ,"South Indian, North Indian, Chinese",550,yes,no,yes,4.2
Sahni Barbeque,Malviya Nagar,Casual Dining ,North Indian,600,no,no,yes,3.7
Sahni Vaishnav Dhaba,Adarsh Nagar,Dhaba ,North Indian,300,yes,no,yes,3.8
Sahu Chai Wala,Malviya Nagar,"Beverage Shop, Quick Bites ","Beverages, Tea, Fast Food",300,yes,no,yes,3.9
Sai Chaap Corner,Raja Park,Quick Bites ,North Indian,400,no,no,yes,3.7
Sai Chaap Soya,Mansarovar,Quick Bites ,"Rolls, North Indian",300,yes,no,yes,3.9
Saini Dhaba,Sodala,Dhaba ,North Indian,250,yes,no,yes,3.9
Saini Dhaba,Lal Kothi,Dhaba ,North Indian,350,yes,no,yes,3.5
Saini Dhaba,Sikar Road,Dhaba ,North Indian,350,yes,no,yes,3.7
Saini Dhaba & Fast Food,Sodala,Dhaba ,North Indian,200,no,no,yes,2.4
Saini Pavitre Bhojnalya,Sodala,Quick Bites ,North Indian,400,no,no,yes,3.3
SambharSa - Chasing Flavours of The South,Malviya Nagar,Casual Dining ,South Indian,600,yes,no,yes,4.0
Samrat Burger And Pizza Cafe,Pratap Nagar,Quick Bites ,"Pizza, Beverages, Fast Food",400,no,no,yes,2.8
Samrat Restaurant,Pink City,Quick Bites ,"Street Food, Fast Food",150,yes,no,yes,3.7
Sam's Pizza,Vaishali Nagar,Quick Bites ,Pizza,450,no,no,yes,2.6
Sandwich Bay,Bais Godam,Quick Bites ,Healthy Food,400,no,no,yes,4.0
Sandwich Box,Vidhyadhar Nagar,CAFÉ ,"Cafe, Sandwich, Pizza, Burger, Fast Food, Tea, Beverages",500,yes,no,yes,3.3
Sandwich Box Cafe,Chitrakoot,Quick Bites ,"Fast Food, Chinese",450,yes,no,yes,3.1
Sandwich Farm,Sikar Road,Quick Bites ,"Sandwich, Fast Food, Beverages",500,yes,no,yes,3.4
Sangam Bhojanalaya,Mansarovar,Dhaba ,North Indian,300,yes,no,yes,3.8
Sanjay Ji Fast Food Wala,Khatipura Road,Quick Bites ,"Street Food, Fast Food",200,yes,no,yes,3.2
Sanjay Restaurant - Egg Dee,Bapu Nagar,Casual Dining ,"Fast Food, Street Food, North Indian",500,no,no,yes,4.3
Sanjha Swad,Sanganer,Casual Dining ,North Indian,200,no,no,yes,3.5
Sankalp,Vaishali Nagar,Casual Dining ,South Indian,650,no,no,yes,3.7
Sardar Ji's Lassi And Kachori,MI Road,Beverage Shop ,"Beverages, Street Food",150,yes,no,yes,4.0
Sartaj Hotel,MI Road,Quick Bites ,"North Indian, Mughlai",350,no,no,yes,3.6
Sarvan Cafe,Raja Park,Quick Bites ,South Indian,200,yes,no,yes,3.8
Satfal,Pink City,"Beverage Shop, Quick Bites ","Beverages, Healthy Food",300,yes,no,yes,3.6
Sathi Restaurant & Bar,Vaishali Nagar,"Casual Dining, Bar ","North Indian, Italian, Chinese",750,no,yes,yes,3.8
Scary Mansion Lounge & Bar,Malviya Nagar,Casual Dining ,"North Indian, Chinese, Italian, Kebab","1,000",no,yes,yes,4.0
Serving Spoon,Jawahar Nagar,Casual Dining ,"North Indian, Continental, Chinese, Italian",750,yes,no,yes,4.2
Seth Ji Cafe,Pratap Nagar,Quick Bites ,"Fast Food, South Indian, Chinese",250,yes,no,yes,3.6
Sethani Ka Dhaba,Adarsh Nagar,Quick Bites ,"Rajasthani, North Indian",300,yes,no,yes,3.4
Sethi Bar-Be-Que,Raja Park,Casual Dining ,"North Indian, Chinese",600,no,no,yes,3.9
Sethi Bar-Be-Que,North Jaipur,Quick Bites ,"North Indian, Chinese, Momos, Fast Food",200,no,no,yes,3.3
Sethi Kitchen,Gopalpura,Casual Dining ,"North Indian, Chinese, Mughlai",800,no,no,yes,3.3
Sethi Tikka Kabab Curry,Ajmer Highway,Casual Dining ,"North Indian, Chinese, Mughlai","1,000",no,no,yes,4.1
Sethi Veg Restaurant,Sodala,Casual Dining ,"Chinese, North Indian",600,yes,no,yes,2.8
Sethia's Dana Pani,Shyam Nagar,Casual Dining ,"North Indian, Italian, Continental, South Indian, Beverages, Chinese","1,000",no,no,yes,4.0
Sethi's Family Restaurant,Jawahar Nagar,Quick Bites ,"North Indian, Chinese",600,no,no,yes,3.7
Sethji Ka Dhaba (APB),Gopalbari,Dhaba ,North Indian,350,yes,no,yes,3.0
Shaan-E-Darbaar,Mansarovar,Quick Bites ,"Mughlai, Chinese",650,no,no,yes,3.7
Shaan-e-Darbar,Adarsh Nagar,Quick Bites ,North Indian,300,no,no,yes,2.9
Shaan-e-Punjab Dhaba,Khatipura Road,Dhaba ,"North Indian, Chinese",700,no,no,yes,3.8
Shahi Chaupal,Lal Kothi,Casual Dining ,"North Indian, Chinese, Fast Food, Beverages",900,no,no,yes,2.7
Shahi Kake Di Hatti,Mansarovar,Casual Dining ,"North Indian, South Indian, Chinese",500,yes,no,yes,2.6
Shahi Restaurant,Chitrakoot,Quick Bites ,"North Indian, Chinese",500,no,no,yes,3.5
Shahi Zaika,Civil Lines,Quick Bites ,"North Indian, South Indian, Fast Food, Chinese",500,yes,no,yes,3.6
Shake Point,Malviya Nagar,Beverage Shop ,Beverages,150,yes,no,yes,3.6
Shakeday,Amer Road,Dessert Parlor ,"Desserts, Ice Cream, Beverages",200,no,no,yes,3.2
Shakes Affair,Mansarovar,"Quick Bites, Beverage Shop ","Fast Food, Beverages",200,no,no,yes,3.4
Shanaya Cafe Garden Restro,Vaishali Nagar,Quick Bites ,"North Indian, South Indian, Chinese, Fast Food, Pizza, Beverages",300,yes,no,yes,3.3
Shani Classic,Mansarovar,Quick Bites ,"North Indian, Chinese, Beverages",400,no,no,yes,3.6
Shankar Dhaba,Sikar Road,Dhaba ,North Indian,250,no,no,yes,3.6
Shankar Dhaba Murlipura Scheme,Sikar Road,Quick Bites ,North Indian,350,yes,no,yes,3.3
Shankar Lal Mawa Wale,Pratap Nagar,"Quick Bites, Sweet Shop ","Mithai, North Indian, Fast Food",400,yes,no,yes,3.9
Shankar Lal Mawa Wale Pavitra Bhojnalya,Pratap Nagar,Quick Bites ,"South Indian, Fast Food, North Indian",400,yes,no,yes,3.4
Shankar Lal Sharma Pudhi Wala,Pink City,Quick Bites ,North Indian,300,yes,no,yes,3.2
Shankar Samosa,Shyam Nagar,Quick Bites ,Street Food,100,no,no,yes,3.6
Sharma Amritsari Kulcha & Bhojnalaya,Raja Park,Quick Bites ,North Indian,300,no,no,yes,3.7
Sharma Bhojnalaya,Sikar Road,Dhaba ,North Indian,250,yes,no,yes,3.7
Sharma Bhojnalya,Bani Park,Quick Bites ,North Indian,400,yes,no,yes,2.9
Sharma Bhojnalya,Durgapura,Quick Bites ,North Indian,300,yes,no,yes,3.8
Sharma Dhaba,Sodala,Quick Bites ,"North Indian, Rajasthani",300,yes,no,yes,3.2
Sharma Dhaba,Mansarovar,Dhaba ,North Indian,150,yes,no,yes,3.2
Sharma Fast Foods And Restaurant,Pratap Nagar,Quick Bites ,"North Indian, Chinese",250,yes,no,yes,3.0
Sharma Pavitra Bhojanalya,Mansarovar,Bhojanalya ,North Indian,400,yes,no,yes,3.6
Sharma Pavitra Bhojnalaya,Brahmpuri,Quick Bites ,North Indian,300,yes,no,yes,3.5
Sharma Pavitra Bhojnalaya,Pink City,Casual Dining ,North Indian,300,yes,no,yes,3.2
Sharma Pavitra Bhojnalya,Sanganer,Bhojanalya ,North Indian,300,yes,no,yes,3.7
Sharma Pavitra Bhojnalya & Restaurant,Malviya Nagar,Quick Bites ,North Indian,300,yes,no,yes,2.8
Sharma Pure Veg Pure Desi,Mansarovar,Quick Bites ,North Indian,400,yes,no,yes,3.4
Sharma Sweets,Mansarovar,Quick Bites ,"Mithai, Street Food",200,yes,no,yes,4.1
Sharma Tandoori Dhaba,Sikar Road,Dhaba ,North Indian,350,yes,no,yes,3.3
Sheesh Mahal Restaurant,Adarsh Nagar,Quick Bites ,Mughlai,300,no,no,yes,3.8
Shekhawati Chat And Fast Food,Tonk Road,Quick Bites ,"Fast Food, North Indian",400,yes,no,yes,2.2
Shekhawati Thali,Lal Kothi,Quick Bites ,"Street Food, Fast Food, North Indian",150,yes,no,yes,4.0
Sher-E-Punjab,Mansarovar,Quick Bites ,North Indian,400,yes,no,yes,3.4
Sher-E-Punjab Restaurant,Jagatpura,Quick Bites ,"North Indian, Chinese, Italian",200,no,no,yes,3.4
Sherry Punjabi Dhaba,Malviya Nagar,Quick Bites ,"North Indian, Chinese",500,yes,no,yes,2.9
Shiv Dhaba,Sikar Road,Dhaba ,North Indian,300,yes,no,yes,3.2
Shiv Sagar Cafe,Raja Park,Quick Bites ,South Indian,200,yes,no,yes,3.7
Shiv Shakti Misthan Bhandar,Sikar Road,"Sweet Shop, Quick Bites ","Mithai, Street Food, South Indian, Fast Food",250,yes,no,yes,4.0
Shiv Shakti Pavitra Bhojnalaya,Pink City,Dhaba ,North Indian,200,yes,no,yes,3.3
Shiv Shankar Pavitra Bhojanalya,Mansarovar,Dhaba ,North Indian,150,yes,no,yes,3.9
Shivaara Cafe,Jhotwara,Quick Bites ,"Fast Food, Chinese, Beverages",200,yes,no,yes,3.0
Shree Balaji Bhojnalaya,Sikar Road,Bhojanalya ,North Indian,200,no,no,yes,4.0
Shree Balaji Bhojnalaya,Gopalpura,Bhojanalya ,North Indian,250,no,no,yes,4.0
Shree Balaji Bhojnalaya,Civil Lines,Bhojanalya ,North Indian,200,yes,no,yes,3.7
Shree Balaji Cafe,Lal Kothi,Casual Dining ,"South Indian, Fast Food, North Indian, Beverages, Pizza, Chinese",500,yes,no,yes,3.6
Shree Balaji Pavitra Bhojnalya,Lal Kothi,Bhojanalya ,North Indian,400,yes,no,yes,3.7
Shree Ganesh Tadka Dhaba,Pink City,Dhaba ,North Indian,300,no,no,yes,3.9
Shree Gangour Sweets,Gopalpura,Sweet Shop ,"Mithai, North Indian, South Indian, Fast Food, Street Food",550,yes,no,yes,4.0
Shree Gopi Pavitra Bhojnalya,Pink City,Dhaba ,North Indian,250,yes,no,yes,4.3
Shree Gopi Pavitra Bhojnalya,Shyam Nagar,Quick Bites ,North Indian,300,yes,no,yes,3.3
Shree Govindam Dhaba,Sikar Road,Dhaba ,North Indian,250,yes,no,yes,3.6
Shree Govindam Pavitra Bhojanalya,Jagatpura,Quick Bites ,North Indian,450,yes,no,yes,3.3
Shree Hari Mohan Dhaba,Raja Park,Quick Bites ,"North Indian, Chinese",600,yes,no,yes,2.7
Shree Jai Ambey Pavitra Bhojanalaya,Sindhi Camp,Dhaba ,"North Indian, Rajasthani",400,yes,no,yes,3.1
Shree Mathurawala Sweets,Khatipura Road,Sweet Shop ,"Mithai, Street Food",100,yes,no,yes,3.4
Shree Maya Restaurant,Malviya Nagar,Casual Dining ,"North Indian, South Indian, Chinese",500,no,no,yes,3.4
Shree Nath Pav Bhaji,C Scheme,Quick Bites ,"South Indian, Street Food, Chinese, Fast Food",300,yes,no,yes,3.6
Shree Neelam Dhaba,Mansarovar,Dhaba ,North Indian,300,yes,no,yes,3.9
Shree Radhey Bakers,Vidhyadhar Nagar,"Bakery, Quick Bites ","Bakery, Fast Food, Street Food, South Indian",200,yes,no,yes,3.9
Shree Radhey Bakers,Sikar Road,"Bakery, Quick Bites ","Bakery, Fast Food, Street Food, South Indian",200,yes,no,yes,3.6
Shree Radhey Bakers,Vidhyadhar Nagar,"Bakery, Quick Bites ","Bakery, Fast Food, Street Food, South Indian",200,yes,no,yes,3.3
Shree Radhey Bakers,Vidhyadhar Nagar,"Bakery, Quick Bites ","Bakery, Fast Food, Street Food, South Indian",200,yes,no,yes,3.7
Shree Radhey Bakers,Jhotwara,"Bakery, Quick Bites ","Bakery, Fast Food, Street Food",200,yes,no,yes,3.2
Shree Radhey Restaurant,Jagatpura,Casual Dining ,North Indian,500,no,no,yes,3.1
Shree Ram Chat Bhandar,Pink City,Quick Bites ,Street Food,100,yes,no,yes,3.6
Shree Ram Dhaba,Sikar Road,Dhaba ,North Indian,350,yes,no,yes,3.7
Shree Ram Pavitra Bhojanalaya,Sindhi Camp,Dhaba ,North Indian,300,yes,no,yes,3.7
Shree Ram Pavitra Bhojnalaya,Amer Road,Quick Bites ,North Indian,150,yes,no,yes,3.6
Shree Ram Sabjiwala,Malviya Nagar,Quick Bites ,"North Indian, Chinese, Fast Food",450,no,no,yes,3.0
Shree Sanwariya Pratha & Tea Stall,Lal Kothi,Quick Bites ,"Tea, Coffee, North Indian",100,yes,no,yes,3.0
Shree Shankar Bhojnalya,Vaishali Nagar,Quick Bites ,North Indian,300,yes,no,yes,3.3
Shree Sharma Dhaba,Sikar Road,Quick Bites ,North Indian,250,yes,no,yes,3.8
Shree Shyam Bhojnalaya,Malviya Nagar,Casual Dining ,"North Indian, Rajasthani",400,no,no,yes,3.5
Shree Shyam Dhaba and Restaurant,Vidhyadhar Nagar,Quick Bites ,North Indian,200,yes,no,yes,3.3
Shree Shyam Fast Food & Bhojnalaya,Mansarovar,Quick Bites ,"North Indian, Chinese",500,yes,no,yes,3.5
Shree Shyam Pavitra Bhojnalay,Sodala,Quick Bites ,North Indian,300,yes,no,yes,3.8
Shree Shyam Pavitra Bhojnalay,Sodala,Quick Bites ,North Indian,300,yes,no,yes,3.8
Shree Swastik Dhaba,Chitrakoot,Quick Bites ,"North Indian, Chinese",400,yes,no,yes,3.9
Shree Tadka Veg Restaurant,Malviya Nagar,Quick Bites ,North Indian,300,yes,no,yes,3.0
Shreenath Lassiwala,MI Road,Quick Bites ,"Street Food, South Indian, North Indian, Beverages",200,yes,no,yes,4.0
Shreenath Pav Bhaji Center,Pink City,Quick Bites ,Street Food,200,yes,no,yes,3.6
Shri Fast Food & Restaurant,Pratap Nagar,Quick Bites ,"Fast Food, Chinese, South Indian",250,yes,no,yes,3.5
Shri Ganesh Pavitra Bhojnalaya,Pink City,Dhaba ,North Indian,250,yes,no,yes,2.2
Shri Ganesh Pavitra Bhojnalaya,Pink City,Bhojanalya ,North Indian,300,no,no,yes,3.5
Shri Hari Pavitra Bhojanalaya,Sindhi Camp,Casual Dining ,North Indian,500,yes,no,yes,4.2
Shri Jai Ambe Pavitra Bhojnalaya,Pratap Nagar,Bhojanalya ,North Indian,300,yes,no,yes,3.0
Shri Kalyan Tadka Dhaba,Tonk Phatak,Dhaba ,"North Indian, Rajasthani",400,yes,no,yes,3.8
Shri Krishna Bakers And Amul Parlour,Sitapur,Quick Bites ,"Chinese, Rolls, North Indian, Fast Food, Desserts, Beverages",300,no,no,yes,2.3
Shri Mahal Dhaba,Malviya Nagar,Dhaba ,North Indian,400,yes,no,yes,3.5
Shri Mahaveer Dhaba,MI Road,Quick Bites ,"North Indian, Rajasthani",200,yes,no,yes,3.9
Shri Mahaveer Rabdi Bhandar Bhojnalya,Vidhyadhar Nagar,Bhojanalya ,North Indian,300,yes,no,yes,3.6
Shri Nath Pav Bhaji Center,Malviya Nagar,Quick Bites ,"Street Food, Fast Food, North Indian",200,no,no,yes,3.7
Shri Radha Govind Pavitra Bhojnalaya,MI Road,Quick Bites ,North Indian,450,yes,no,yes,3.4
Shri Radhe Mohan Bhature Wala,Jhotwara,Quick Bites ,"Street Food, South Indian",150,no,no,yes,3.6
Shri Ram Pavitra Bhojanalaya,Shastri Nagar,Quick Bites ,North Indian,200,yes,no,yes,3.9
Shri Ram Pavitra Bhojnalya,Pink City,Bhojanalya ,North Indian,200,yes,no,yes,3.6
Shri Ram South Indian & Chinese Food Corner,Malviya Nagar,Quick Bites ,"Chinese, South Indian, Fast Food",200,yes,no,yes,3.4
Shri Shankar Family Restaurant,Mansarovar,Quick Bites ,North Indian,500,yes,no,yes,3.5
Shri Shyam Dhaba And Veg Restaurant,Sitapur,Quick Bites ,North Indian,400,yes,no,yes,3.2
Shri Thaal Village Restaurant,Vaishali Nagar,Casual Dining ,"Rajasthani, North Indian",700,yes,no,yes,3.7
Shri Vikram Tina Veg Restaurant,Jhotwara,Casual Dining ,"North Indian, Street Food",450,yes,no,yes,3.5
Shyam Darbaar,Bais Godam,Casual Dining ,"North Indian, South Indian, Chinese, Street Food, Continental",600,yes,no,yes,4.3
Shyam Pavitra Bhojnalya,Malviya Nagar,Bhojanalya ,North Indian,400,yes,no,yes,3.7
Shyam Sarovar Dhaba,Durgapura,Quick Bites ,North Indian,250,yes,no,yes,3.6
Shyam Sarovar Punjabi Tadka Dhaba and Restaurant,Mansarovar,Quick Bites ,North Indian,400,yes,no,yes,3.1
Siddhi Cafe,MI Road,Quick Bites ,"Fast Food, Pizza, Beverages",300,yes,no,yes,3.3
Siddhi Vinayak Restaurant,Mansarovar,Casual Dining ,"North Indian, Chinese",500,yes,no,yes,3.1
Signature,MI Road,Casual Dining ,"North Indian, Chinese, Continental, Fast Food",850,no,no,yes,3.6
Sikkim Momo House,Khatipura Road,Quick Bites ,"Momos, South Indian, Fast Food",300,yes,no,yes,3.5
Sikora,Raja Park,Quick Bites ,"Fast Food, Beverages",250,yes,no,yes,2.9
Silver Oak,Malviya Nagar,Casual Dining ,"North Indian, Chinese, Continental",700,yes,no,yes,3.8
Singh Punjabi Dhaba,Pratap Nagar,Dhaba ,"North Indian, Mughlai",500,no,no,yes,3.4
Singh Punjabi Dhaba,Sitapur,Quick Bites ,"North Indian, Mughlai",500,no,no,yes,2.9
Sip 'N' Bite,Mansarovar,Quick Bites ,"Chinese, Fast Food, North Indian, Beverages",250,no,no,yes,3.4
Siya Ram Sweets,Jagatpura,Sweet Shop ,"Mithai, Street Food",150,no,no,yes,3.2
Sizzle Cafe,Raja Park,CAFÉ ,"Italian, Chinese, Fast Food, North Indian, Beverages",450,yes,no,yes,3.6
Sizzling Bites,Durgapura,Quick Bites ,"North Indian, Biryani, Fast Food",200,no,no,yes,3.1
Sky Beach,Vaishali Nagar,"Casual Dining, Lounge ","North Indian, Continental, Chinese, Italian, Fast Food, Mexican","1,000",yes,no,yes,3.8
Sky Event Cafe,Vaishali Nagar,Quick Bites ,"Fast Food, Street Food, Beverages",300,yes,no,yes,3.7
Skyfall By Replay,Tonk Road,"Lounge, Casual Dining ","North Indian, Chinese, Italian","1,500",no,yes,yes,4.5
SkyLit,Malviya Nagar,Casual Dining ,"North Indian, Italian, Continental, Chinese",600,yes,no,yes,4.0
SLAP By Grill And Curries,MI Road,Casual Dining ,North Indian,"1,100",no,no,yes,4.1
Smiling Meals,Lal Kothi,Quick Bites ,North Indian,450,no,no,yes,3.4
Smokey Curry House,Jagatpura,Quick Bites ,North Indian,500,no,no,yes,3.9
Snack Sadda Desi,Malviya Nagar,Quick Bites ,"North Indian, Fast Food, Chinese, South Indian",550,yes,no,yes,3.8
So Cheesy,Raja Park,Quick Bites ,"Fast Food, Beverages, Desserts",500,no,no,yes,4.2
So Hi Kebabs & Curries Company,Durgapura,Casual Dining ,"North Indian, Chinese","1,200",no,yes,yes,4.5
Social Jungle Cafe & Restro,Mansarovar,Quick Bites ,"North Indian, Fast Food, Beverages",400,yes,no,yes,3.0
Sodhani Sweets Pvt. Ltd.,Vidhyadhar Nagar,"Sweet Shop, Quick Bites ","Mithai, Street Food, South Indian",200,yes,no,yes,4.1
Sondhi Swad,Vaishali Nagar,Quick Bites ,"North Indian, South Indian, Rajasthani",300,yes,no,yes,3.2
South Food Corner,Vaishali Nagar,Casual Dining ,"South Indian, North Indian, Chinese, Fast Food, Beverages",400,yes,no,yes,3.1
Special 26,C Scheme,Quick Bites ,North Indian,350,yes,no,yes,3.5
Spice Court,Civil Lines,Casual Dining ,"North Indian, Chinese, Continental, Rajasthani, Fast Food, Desserts","1,400",no,no,yes,4.4
Spiced Up,Bais Godam,Quick Bites ,North Indian,350,no,no,yes,3.6
Sri Motu Ram Prasadam Original,C Scheme,Casual Dining ,"North Indian, South Indian, Rajasthani, Beverages",800,yes,no,yes,4.1
SS Bakers And Cafe,Sanganer,"Bakery, Quick Bites ","Bakery, Fast Food, Desserts",400,no,no,yes,2.0
SST Cakes & Bakes,Mansarovar,Bakery ,"Bakery, Fast Food, Street Food",250,no,no,yes,3.3
Stepout Cafe,C Scheme,"CAFÉ, Casual Dining ","Cafe, Italian, Lebanese, Mexican, Continental, Pizza, Street Food",800,yes,no,yes,4.4
Subway,C Scheme,Quick Bites ,"Fast Food, Healthy Food, Sandwich, Salad",500,no,no,yes,4.1
Sultan,Malviya Nagar,Casual Dining ,"North Indian, Mughlai, South Indian",600,no,no,yes,3.2
Sultanat,Malviya Nagar,CAFÉ ,"Cafe, North Indian, Chinese, Italian, Mexican, Lebanese","1,200",yes,no,yes,4.5
Sundevich,Jagatpura,Quick Bites ,Fast Food,150,yes,no,yes,3.4
Sunimahan Idli Cafe,Sanganer,Quick Bites ,South Indian,200,no,no,yes,3.5
Sunrise Bakers & Confectioners,Bais Godam,"Bakery, Quick Bites ","Bakery, Fast Food",200,yes,no,yes,2.7
Sunrise Bakers & Confectioners,Raja Park,"Bakery, Quick Bites ","Bakery, Fast Food",200,yes,no,yes,3.1
Sunrise Bakers & Confectioners,Tonk Road,"Bakery, Quick Bites ","Bakery, Fast Food",200,yes,no,yes,3.3
Sunrise Fast food Corner,Sikar Road,Quick Bites ,"South Indian, Fast Food, North Indian",200,yes,no,yes,3.7
Surya Mahal Restaurant,MI Road,Casual Dining ,"North Indian, Fast Food, Chinese, South Indian","1,000",yes,no,yes,4.3
Swaadisht Bakery,Jhotwara,Quick Bites ,"Street Food, Fast Food, South Indian, Bakery",300,yes,no,yes,3.3
Swad & Swag,Mansarovar,Quick Bites ,"North Indian, Chinese, Fast Food",500,yes,no,yes,3.3
Swad Anusar,Malviya Nagar,Quick Bites ,"North Indian, Mughlai, Fast Food, Beverages",400,no,no,yes,3.7
Swad Restaurant,Mansarovar,Casual Dining ,North Indian,300,yes,no,yes,3.3
Swad Veg-NonVeg Restaurant,Sitapur,Quick Bites ,North Indian,500,no,no,yes,2.9
Swagat Restaurant,Sikar Road,Casual Dining ,"North Indian, South Indian, Chinese",550,no,no,yes,3.4
Swagatam Restaurant,Khatipura Road,Quick Bites ,North Indian,500,no,no,yes,2.9
Swami South Indian Masala Dosa,Mansarovar,Quick Bites ,South Indian,200,yes,no,yes,3.2
Swaruchi Restaurant,Shyam Nagar,Casual Dining ,"North Indian, Fast Food, South Indian",600,yes,no,yes,3.0
Swastik Pavitra Bhojnalaya,Adarsh Nagar,Dhaba ,North Indian,250,yes,no,yes,4.1
Sweet Dream Chatkara,MI Road,Quick Bites ,"North Indian, Chinese, South Indian, Continental, Desserts",600,yes,no,yes,3.7
T Cafe,Malviya Nagar,CAFÉ ,"Cafe, Fast Food, Beverages",350,yes,no,yes,2.9
T2 Dhabha,Malviya Nagar,Quick Bites ,North Indian,450,yes,no,yes,4.2
T20 Dhaba,Pratap Nagar,Casual Dining ,North Indian,600,no,no,yes,2.5
Tadka 05,Jagatpura,Quick Bites ,North Indian,350,yes,no,yes,3.5
Tadka Bites Fast Food & Restaurant,Jhotwara,Quick Bites ,"North Indian, Fast Food, Chinese",550,yes,no,yes,3.5
Tadka For U,Jagatpura,Casual Dining ,North Indian,200,no,no,yes,3.2
Tadka King,Malviya Nagar,Quick Bites ,North Indian,600,no,no,yes,3.6
Tadka Lali Ka Vaishno Dhaba,Adarsh Nagar,Quick Bites ,North Indian,350,yes,no,yes,4.2
Tadka Luxury,Adarsh Nagar,Casual Dining ,"North Indian, South Indian, Fast Food, Chinese",700,yes,no,yes,4.0
Tadka Tandoori Dhaba,Malviya Nagar,Dhaba ,"North Indian, Chinese",400,yes,no,yes,4.0
Taj Hotel,Jhotwara,Quick Bites ,"North Indian, Hyderabadi",400,no,no,yes,3.4
Talk Of The Town,MI Road,Casual Dining ,"North Indian, Mughlai",500,no,no,yes,4.3
Talk Of The Town Express,Shyam Nagar,Quick Bites ,"North Indian, Chinese",650,yes,no,yes,3.4
Tandoori Diaries,Sodala,Quick Bites ,North Indian,300,no,no,yes,3.4
Tandoori Tadka,Raja Park,Quick Bites ,"Fast Food, Chinese, North Indian, Beverages",500,yes,no,yes,3.3
Tandoor's Grill,Malviya Nagar,Quick Bites ,North Indian,500,no,no,yes,3.0
Tan-Sukh,C Scheme,Casual Dining ,"North Indian, Rajasthani, Chinese, Fast Food, Beverages, Desserts","1,100",no,no,yes,3.9
Tan-Sukh,Vaishali Nagar,Casual Dining ,"North Indian, Rajasthani, Chinese, Fast Food, Beverages, Desserts","1,100",yes,no,yes,4.0
Tapri Ashram,Durgapura,CAFÉ ,"Cafe, Fast Food, Street Food, Beverages",800,yes,no,yes,4.4
Tapri Central,C Scheme,CAFÉ ,"Cafe, Fast Food, Street Food",800,yes,no,yes,4.9
Tapri Pratham,Lal Kothi,CAFÉ ,"Cafe, Fast Food, Street Food, Beverages",800,yes,no,yes,4.4
Tasalli Cafe,Shyam Nagar,CAFÉ ,"Cafe, Fast Food, Beverages",300,yes,no,yes,3.6
Taste of Chinese and Fast Food Point,Mansarovar,Quick Bites ,"Chinese, Fast Food, Beverages",600,yes,no,yes,2.6
Taste Of Heritage,Vaishali Nagar,Casual Dining ,"North Indian, Mughlai",700,no,no,yes,3.4
Taste Of India,Mansarovar,Quick Bites ,North Indian,300,yes,no,yes,3.1
Taste of Nawab,Shyam Nagar,Quick Bites ,"North Indian, Mughlai",600,no,no,yes,3.6
Taste Of The Town,Shastri Nagar,Quick Bites ,"North Indian, Chinese",550,no,no,yes,3.6
Tasty Bites,C Scheme,"Bakery, Quick Bites ","Bakery, Fast Food, Chinese",250,no,no,yes,3.5
Tasty Vibes,Raja Park,Casual Dining ,"Chinese, Fast Food, South Indian, North Indian",500,yes,no,yes,3.3
Tawa Mafia,Jawahar Nagar,Quick Bites ,"North Indian, Chinese",450,no,no,yes,2.6
Taxi Chick-Inn,Sindhi Camp,Quick Bites ,North Indian,650,no,no,yes,4.0
Taxi Chick-Inn,Sindhi Camp,Quick Bites ,"North Indian, Mughlai",500,no,no,yes,3.9
Taxi Chick-Inn,Malviya Nagar,Casual Dining ,North Indian,650,no,no,yes,3.7
Tea Amo,Lal Kothi,CAFÉ ,"Cafe, Fast Food",300,yes,no,yes,4.0
Tea Post,Raja Park,CAFÉ ,"Cafe, Fast Food",400,no,no,yes,3.5
Tea Saga,Lal Kothi,CAFÉ ,"Cafe, Fast Food",250,yes,no,yes,3.5
Tea Square,Vidhyadhar Nagar,CAFÉ ,"Cafe, Sandwich, Fast Food, Beverages",550,yes,no,yes,4.0
Tea Tradition,C Scheme,CAFÉ ,"Cafe, Fast Food",450,yes,no,yes,4.0
